id,name
1,Science Fiction
2,Adventure
3,Fantasy
4,Drama
5,Thriller
6,Crime
7,Mystery
8,Action
9,War
10,Animation
11,Comedy
12,Family
13,Western
14,Horror
15,Romance
16,History
17,Music
